"age","job","marital","education","default","balance","housing","loan","poutcome","y"
"50s","unknown","married","secondary","no","Medium","no","no","failure","no"
"70s","admin.","married","primary","no","Medium","no","no","other","no"
"40s","admin.","single","secondary","no","Medium","no","no","success","yes"
"70s","retired","married","primary","no","Medium","no","no","success","no"
"60s","retired","divorced","secondary","no","Low","no","no","unknown","yes"
"20s","student","single","secondary","no","Low","no","no","success","no"
"20s","blue-collar","single","secondary","no","Medium","yes","no","success","yes"
"30s","management","single","tertiary","no","Medium","no","no","failure","yes"
"20s","self-employed","single","tertiary","no","Medium","no","no","success","yes"
"70s","retired","divorced","primary","no","Medium","no","no","success","yes"
"20s","student","single","secondary","no","Medium","no","no","other","yes"
"20s","technician","single","secondary","no","Low","no","no","unknown","yes"
"60s","retired","married","tertiary","no","Medium","yes","no","failure","no"
"30s","management","single","unknown","no","Low","no","no","success","yes"
"30s","self-employed","divorced","tertiary","no","High","no","no","failure","no"
"30s","unemployed","married","tertiary","no","Low","no","no","success","yes"
"20s","student","single","secondary","no","Low","no","no","success","yes"
"30s","services","married","unknown","no","Low","no","no","success","yes"
"30s","management","married","tertiary","no","Medium","no","no","failure","yes"
"20s","technician","single","tertiary","yes","Low","no","yes","unknown","no"
"30s","technician","married","tertiary","no","Medium","no","no","success","yes"
"20s","blue-collar","single","secondary","no","Medium","no","no","success","yes"
"50s","management","married","tertiary","no","Medium","no","yes","other","yes"
"20s","admin.","single","tertiary","no","Medium","no","no","unknown","no"
"40s","admin.","divorced","secondary","no","Low","no","no","unknown","no"
"60s","retired","divorced","primary","no","Low","no","no","success","yes"
"20s","student","single","primary","no","Medium","no","no","other","yes"
"20s","student","single","secondary","no","Medium","no","no","unknown","yes"
"40s","technician","single","secondary","no","High","no","no","unknown","yes"
"50s","technician","married","primary","no","High","no","no","other","yes"
"20s","technician","single","secondary","no","Medium","no","no","unknown","no"
"80s","retired","married","primary","no","Medium","no","no","success","yes"
"20s","blue-collar","single","secondary","no","Low","no","no","failure","no"
"20s","student","single","unknown","no","Low","no","no","unknown","yes"
"30s","technician","single","tertiary","no","Medium","no","no","unknown","yes"
"40s","services","married","secondary","no","Low","no","yes","unknown","no"
"60s","retired","divorced","secondary","no","Medium","no","no","unknown","yes"
"30s","management","married","secondary","no","Low","yes","no","failure","yes"
"20s","admin.","married","secondary","no","Low","no","no","unknown","no"
"20s","student","single","secondary","no","Low","no","no","other","yes"
"50s","blue-collar","married","secondary","no","Low","yes","yes","unknown","no"
"60s","retired","married","secondary","no","Low","no","no","failure","yes"
"30s","blue-collar","single","tertiary","no","Medium","no","no","failure","no"
"20s","management","single","tertiary","no","Low","no","no","success","yes"
"50s","retired","divorced","tertiary","no","Low","yes","no","success","yes"
"40s","admin.","married","secondary","no","High","no","no","success","yes"
"40s","admin.","married","secondary","no","Medium","no","no","other","yes"
"30s","technician","single","secondary","no","Medium","no","no","success","yes"
"60s","retired","married","primary","no","Medium","no","no","failure","no"
"60s","housemaid","married","primary","no","Low","no","no","success","no"
"60s","retired","married","secondary","no","Medium","yes","no","unknown","yes"
"60s","blue-collar","married","secondary","no","Low","no","no","success","yes"
"40s","unemployed","married","secondary","no","Medium","no","no","failure","yes"
"50s","blue-collar","married","primary","no","Medium","no","no","success","no"
"20s","student","single","secondary","no","Low","no","no","other","yes"
"60s","retired","married","secondary","no","Low","no","no","success","yes"
"20s","technician","single","secondary","no","Medium","no","no","unknown","no"
"40s","technician","single","tertiary","no","Medium","no","no","unknown","no"
"50s","services","single","secondary","no","Low","no","no","success","no"
"30s","services","married","secondary","no","Medium","no","yes","success","yes"
"30s","admin.","single","secondary","no","Medium","no","no","success","no"
"50s","management","married","tertiary","no","Medium","no","no","failure","no"
"40s","unemployed","married","tertiary","no","Negative","no","no","failure","yes"
"60s","retired","married","secondary","no","Low","no","no","success","yes"
"20s","admin.","married","secondary","no","Medium","no","no","unknown","no"
"20s","student","single","primary","no","Low","no","no","success","yes"
"40s","blue-collar","married","secondary","no","Medium","no","no","unknown","yes"
"50s","technician","married","tertiary","no","Medium","no","no","failure","no"
"40s","management","married","secondary","no","Low","yes","no","unknown","no"
"10s","student","single","secondary","no","Low","no","no","unknown","yes"
"40s","management","divorced","tertiary","no","Medium","yes","yes","unknown","no"
"30s","management","divorced","tertiary","no","Low","no","yes","unknown","yes"
"30s","management","married","tertiary","no","Negative","no","no","success","yes"
"40s","unemployed","married","secondary","no","Low","no","no","success","yes"
"30s","management","divorced","tertiary","no","Low","no","no","failure","no"
"20s","management","single","tertiary","no","Medium","no","no","unknown","no"
"40s","management","divorced","tertiary","no","High","no","no","success","no"
"30s","technician","married","secondary","no","Low","no","no","other","yes"
"20s","admin.","married","secondary","no","Medium","no","no","unknown","no"
"50s","admin.","married","secondary","no","Low","yes","yes","failure","no"
"20s","self-employed","married","secondary","no","Low","no","yes","other","no"
"30s","services","married","primary","no","Low","yes","no","unknown","no"
"30s","blue-collar","married","secondary","no","Medium","no","no","other","yes"
"30s","technician","married","secondary","no","Low","no","no","success","yes"
"40s","technician","married","secondary","no","High","no","no","other","yes"
"50s","blue-collar","divorced","primary","no","Medium","no","no","failure","no"
"40s","management","married","unknown","no","Medium","no","no","unknown","yes"
"50s","admin.","married","unknown","no","Low","no","no","failure","yes"
"30s","management","divorced","tertiary","no","Medium","no","no","failure","yes"
"30s","entrepreneur","married","tertiary","no","Low","no","no","unknown","yes"
"40s","management","married","tertiary","no","Extra","no","no","unknown","yes"
"40s","management","single","tertiary","no","Medium","no","no","other","yes"
"70s","retired","married","primary","no","Medium","no","no","success","no"
"40s","blue-collar","married","secondary","no","High","no","no","failure","no"
"50s","retired","married","secondary","no","Medium","yes","no","failure","yes"
"30s","management","married","tertiary","no","Medium","yes","yes","other","no"
"20s","admin.","single","secondary","no","Low","no","no","other","no"
"20s","admin.","single","secondary","no","Medium","no","no","success","yes"
"30s","blue-collar","married","secondary","no","Negative","yes","no","unknown","no"
"30s","unemployed","divorced","tertiary","no","Low","no","no","unknown","yes"
"40s","self-employed","married","secondary","no","Low","no","no","unknown","no"
"40s","blue-collar","married","primary","no","Low","yes","no","failure","no"
"20s","management","single","tertiary","no","Medium","yes","no","failure","no"
"50s","blue-collar","married","secondary","no","Medium","no","no","unknown","yes"
"20s","admin.","single","secondary","no","Low","no","no","failure","no"
"40s","management","divorced","tertiary","no","Low","no","no","unknown","yes"
"20s","admin.","single","secondary","no","Medium","no","no","unknown","no"
"30s","admin.","single","secondary","no","Low","no","no","other","yes"
"20s","student","single","secondary","no","Medium","no","no","success","yes"
"30s","management","divorced","tertiary","no","Low","yes","no","other","no"
